#Blocks mean_unif uncer_unif mean_gaus uncer_gaus mean_acc_unif uncer_acc_unif mean_acc_gaus uncer_acc_gaus
69 1.50027 0.000517621 1.50067 0.000520252 0.50008 7.72109e-05 0.499347 7.98131e-05
70 1.5004 0.000527656 1.50074 0.0005165 0.500093 7.72311e-05 0.499349 7.86924e-05
71 1.50039 0.000520307 1.50068 0.00051202 0.500092 7.61502e-05 0.499343 7.77761e-05
72 1.5004 0.000513104 1.50081 0.000520186 0.500102 7.58027e-05 0.49935 7.6981e-05
73 1.50046 0.000509943 1.50081 0.000513019 0.500109 7.50479e-05 0.49935 7.59209e-05
74 1.50049 0.000503609 1.50077 0.000507394 0.500119 7.47738e-05 0.499348 7.49216e-05
75 1.50059 0.000506755 1.50076 0.000500797 0.500128 7.428e-05 0.499352 7.40405e-05
76 1.50054 0.00050226 1.5007 0.000497831 0.500133 7.34576e-05 0.499351 7.30674e-05
77 1.50058 0.00049741 1.50061 0.000498991 0.500148 7.39603e-05 0.499349 7.21615e-05
78 1.50059 0.000491073 1.50058 0.000493716 0.500152 7.31221e-05 0.499344 7.13657e-05
79 1.50053 0.000488764 1.50062 0.000488961 0.500157 7.24094e-05 0.499345 7.0461e-05
80 1.50051 0.000483015 1.50054 0.000489293 0.500162 7.16626e-05 0.499337 7.00346e-05
81 1.50049 0.000477292 1.5005 0.00048428 0.500155 7.11591e-05 0.499335 6.91884e-05
82 1.50046 0.000472662 1.50056 0.000481403 0.500153 7.03119e-05 0.499334 6.83464e-05
83 1.50044 0.000467473 1.50059 0.00047672 0.500159 6.97594e-05 0.49934 6.77639e-05
84 1.50039 0.000464002 1.50058 0.000471163 0.500154 6.91626e-05 0.499345 6.71505e-05
85 1.50041 0.00045893 1.50061 0.000466721 0.500149 6.85129e-05 0.499341 6.65e-05
86 1.50046 0.000456049 1.50058 0.000462416 0.500149 6.77116e-05 0.499333 6.62183e-05
87 1.50049 0.000452198 1.50053 0.000459479 0.500151 6.69745e-05 0.499325 6.58906e-05
88 1.50046 0.000448706 1.50057 0.000455918 0.500142 6.68369e-05 0.499331 6.541e-05
89 1.50044 0.000444016 1.50055 0.000451192 0.500139 6.61529e-05 0.499323 6.51667e-05
90 1.5004 0.000440471 1.50052 0.000447075 0.500144 6.56019e-05 0.499319 6.45979e-05
91 1.50038 0.000436369 1.50056 0.000443579 0.500139 6.50489e-05 0.499313 6.41367e-05
92 1.50035 0.000432331 1.50051 0.000441501 0.500143 6.4458e-05 0.499302 6.43146e-05
93 1.50038 0.000428881 1.50053 0.000437427 0.500155 6.48192e-05 0.499308 6.38983e-05
94 1.50038 0.000424306 1.50063 0.000442424 0.500157 6.41641e-05 0.499327 6.5833e-05
95 1.5004 0.000420433 1.50063 0.000437765 0.500161 6.36337e-05 0.499333 6.54453e-05
96 1.50036 0.000418555 1.50056 0.000439393 0.500147 6.45447e-05 0.499324 6.53652e-05
97 1.50033 0.000415202 1.50061 0.000437678 0.500145 6.39343e-05 0.499325 6.46897e-05
98 1.50031 0.000411236 1.50067 0.000437659 0.500148 6.33604e-05 0.499345 6.72387e-05
99 1.50038 0.000412206 1.50067 0.000433231 0.500152 6.28696e-05 0.499341 6.66576e-05
100 1.50043 0.000410923 1.50064 0.000430189 0.500152 6.22378e-05 0.499348 6.63607e-05
