#Blocks mean_1 uncer_1 mean_2 uncer_2 mean_3 uncer_3
60 1.49962 0.000534215 5.00082 0.00147675 4.99779 0.00121362
61 1.49966 0.00052744 5.00056 0.00147496 4.99767 0.00119954
62 1.49965 0.000518963 5.00053 0.00145125 4.99748 0.00119561
63 1.49965 0.000510662 5.00061 0.00143003 4.99768 0.00119312
64 1.49964 0.000502892 5.00056 0.00140823 4.99783 0.0011841
65 1.49974 0.000506349 5.0005 0.00138775 4.99815 0.00120907
66 1.49971 0.000499938 5.00031 0.00137935 4.99806 0.00119386
67 1.49971 0.000492456 5.00021 0.00136246 4.99795 0.00118128
68 1.49969 0.000485658 5.00033 0.00134705 4.99802 0.00116598
69 1.49985 0.000505224 5.00028 0.00132806 4.99808 0.00115052
70 1.49985 0.000497968 5.00026 0.00130911 4.99808 0.00113397
71 1.49983 0.000491423 5.00027 0.00129055 4.99784 0.00114417
72 1.49992 0.00049325 5.00031 0.00127319 4.99771 0.00113549
73 1.49984 0.000492296 5.00068 0.00130903 4.99774 0.00112031
74 1.49985 0.00048562 5.00082 0.00129933 4.99789 0.00111515
75 1.49981 0.00048038 5.00094 0.00128747 4.99795 0.00110153
76 1.49974 0.000479767 5.00074 0.001286 4.99803 0.00109045
77 1.49972 0.000473743 5.00071 0.00126958 4.99813 0.00108057
78 1.4998 0.000473423 5.00055 0.00126325 4.998 0.00107421
79 1.4998 0.000467396 5.00052 0.00124774 4.99789 0.00106695
80 1.49979 0.000461528 5.0005 0.00123211 4.99786 0.00105387
81 1.49973 0.00045955 5.00048 0.00121696 4.99793 0.00104319
82 1.49979 0.000456935 5.00029 0.00121759 4.99796 0.00103072
83 1.49982 0.000452347 5.0003 0.00120289 4.99818 0.00104168
84 1.49971 0.000460256 5.00021 0.00119165 4.99844 0.00106152
85 1.49969 0.000454961 5.00051 0.00121363 4.99855 0.0010552
86 1.4997 0.000449781 5.00049 0.00119961 4.99855 0.00104286
87 1.4997 0.000444581 5.00038 0.0011905 4.9987 0.00104168
88 1.49974 0.000440846 5.00022 0.00118745 4.99866 0.0010303
89 1.49969 0.0004384 5.0002 0.00117421 4.99854 0.00102629
90 1.49971 0.000433761 5 0.00117777 4.99858 0.00101573
91 1.4997 0.000429003 5.00001 0.00116475 4.99842 0.00101693
92 1.49975 0.000426827 4.99999 0.00115214 4.99848 0.00100717
93 1.49978 0.000423089 4.99989 0.00114448 4.99852 0.000997239
94 1.4998 0.000419228 4.99996 0.00113461 4.99862 0.000991595
95 1.49983 0.000415872 4.99991 0.00112365 4.99861 0.000981124
96 1.49988 0.000414582 4.9999 0.00111191 4.99868 0.00097288
97 1.49988 0.000410307 4.99995 0.00110147 4.9986 0.000965711
98 1.49989 0.000406225 4.99992 0.00109058 4.99867 0.000958372
99 1.49993 0.000403343 4.99987 0.00108084 4.99882 0.000960821
100 1.5 0.000405742 4.99992 0.00107138 4.99872 0.000956969
