x y z R
-5.78408 -5.19083 7.44564 10.7628
-5.78408 -5.19083 7.44564 10.7628
-6.17144 -4.22957 7.48832 10.5854
-6.83478 -6.55292 4.60955 10.531
-6.83478 -6.55292 4.60955 10.531
-6.83478 -6.55292 4.60955 10.531
-5.20423 -5.60305 2.32478 7.99267
-4.6062 -6.26315 2.72744 8.23912
-3.15699 -5.58296 4.49635 7.83283
-3.15699 -5.58296 4.49635 7.83283
-3.15699 -5.58296 4.49635 7.83283
-3.15699 -5.58296 4.49635 7.83283
-3.72722 -6.24618 2.53443 7.70261
-3.72722 -6.24618 2.53443 7.70261
-1.45494 -4.90146 3.56863 6.23508
0.641311 -2.41977 4.37092 5.03702
0.641311 -2.41977 4.37092 5.03702
0.641311 -2.41977 4.37092 5.03702
2.71997 -1.57509 6.21432 6.96398
2.71997 -1.57509 6.21432 6.96398
0.351881 -2.89218 4.15022 5.07078
2.09685 -0.3733 1.59222 2.65919
2.09685 -0.3733 1.59222 2.65919
2.09685 -0.3733 1.59222 2.65919
2.09685 -0.3733 1.59222 2.65919
0.789945 0.0918241 4.3435 4.4157
0.85114 -0.551675 3.35301 3.50307
0.85114 -0.551675 3.35301 3.50307
3.37051 -0.161552 3.60366 4.93688
3.37051 -0.161552 3.60366 4.93688
3.37051 -0.161552 3.60366 4.93688
1.017 1.45666 3.2914 3.74025
2.32118 0.959205 3.35141 4.18806
0.6627 3.43809 1.78138 3.92848
-0.261311 2.69657 4.65586 5.38672
-0.261311 2.69657 4.65586 5.38672
-0.261311 2.69657 4.65586 5.38672
1.75036 3.0764 1.76938 3.95711
2.85675 2.74948 2.79605 4.85165
2.55455 0.218743 5.65888 6.21261
2.55455 0.218743 5.65888 6.21261
5.50881 0.108185 4.28923 6.98256
5.50881 0.108185 4.28923 6.98256
5.50881 0.108185 4.28923 6.98256
2.99329 2.39859 3.47506 5.17582
1.62179 1.00814 4.46099 4.85252
2.44125 -0.502148 1.86442 3.11255
2.44125 -0.502148 1.86442 3.11255
2.44125 -0.502148 1.86442 3.11255
3.24614 -1.14603 1.93664 3.94986
3.24614 -1.14603 1.93664 3.94986
3.24614 -1.14603 1.93664 3.94986
1.15557 -1.70465 4.30219 4.76969
1.12535 0.616322 5.42118 5.57094
1.02033 -0.765065 6.17986 6.31008
1.79359 -0.739008 3.60175 4.09092
1.79359 -0.739008 3.60175 4.09092
1.29122 -0.408453 1.23793 1.83482
1.29122 -0.408453 1.23793 1.83482
1.29122 -0.408453 1.23793 1.83482
0.168608 -1.15015 2.94429 3.16546
0.168608 -1.15015 2.94429 3.16546
-0.351712 -1.2233 2.304 2.63222
-0.351712 -1.2233 2.304 2.63222
1.32731 -2.1791 4.91239 5.53551
2.29701 -1.32435 5.53638 6.13854
3.44661 0.393746 3.01959 4.59915
3.92044 1.25363 1.75162 4.47321
1.80085 -1.36786 -0.523828 2.32131
3.67104 1.05585 -1.42316 4.07637
6.24292 -0.617647 -3.09067 6.99341
3.27726 -0.672172 -5.8988 6.78145
6.07966 1.03475 -5.48021 8.25019
3.49355 3.69795 -3.4511 6.14734
0.915168 3.84669 -5.0289 6.39722
0.915168 3.84669 -5.0289 6.39722
1.69244 1.32755 -4.35281 4.85527
1.69244 1.32755 -4.35281 4.85527
1.69244 1.32755 -4.35281 4.85527
4.26217 -0.934856 -1.7144 4.6882
4.92341 -2.64328 -2.15343 5.98867
4.92341 -2.64328 -2.15343 5.98867
5.36039 -2.50172 -2.79492 6.54248
5.36039 -2.50172 -2.79492 6.54248
4.20289 -1.21853 -3.51859 5.61512
2.58529 1.70131 -5.16566 6.02181
0.665199 2.01212 -4.12224 4.63508
-1.69673 1.92984 -4.54272 5.21915
-1.69673 1.92984 -4.54272 5.21915
-1.69673 1.92984 -4.54272 5.21915
-1.69673 1.92984 -4.54272 5.21915
-1.69673 1.92984 -4.54272 5.21915
-0.0779894 3.48482 -4.1048 5.38511
1.16304 0.530148 -4.51265 4.69017
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
1.24463 0.482379 -2.05402 2.44965
3.95245 2.7407 -1.47967 5.03217
5.1802 1.96048 -3.45812 6.52967
5.1802 1.96048 -3.45812 6.52967
6.87821 3.44244 -5.99468 9.75173
5.67233 3.75725 -4.90708 8.38879
5.67233 3.75725 -4.90708 8.38879
5.24955 0.912228 -5.17807 7.42982
5.92411 -1.9693 -3.32341 7.07236
5.31408 0.0216583 -0.856228 5.38266
4.24518 -2.31035 -2.84555 5.6086
4.24518 -2.31035 -2.84555 5.6086
4.24518 -2.31035 -2.84555 5.6086
2.97481 -4.62165 -5.17644 7.55015
2.97481 -4.62165 -5.17644 7.55015
0.454567 -3.35777 -3.98696 5.23231
0.454567 -3.35777 -3.98696 5.23231
0.454567 -3.35777 -3.98696 5.23231
0.936724 -2.33042 -5.04102 5.63207
-1.75541 -2.67191 -2.15343 3.85458
-1.75541 -2.67191 -2.15343 3.85458
-0.429654 -1.17689 -0.762655 1.46674
0.901981 -0.290014 0.615701 1.12994
0.820462 2.32419 2.10947 3.2442
0.820462 2.32419 2.10947 3.2442
0.245085 1.09328 -0.700679 1.32147
0.245085 1.09328 -0.700679 1.32147
0.245085 1.09328 -0.700679 1.32147
0.245085 1.09328 -0.700679 1.32147
-2.47033 -1.52438 -2.70757 3.96953
-2.47033 -1.52438 -2.70757 3.96953
-2.47033 -1.52438 -2.70757 3.96953
-2.47033 -1.52438 -2.70757 3.96953
-2.47033 -1.52438 -2.70757 3.96953
-2.47033 -1.52438 -2.70757 3.96953
-0.887506 1.05902 -1.93724 2.37951
-0.887506 1.05902 -1.93724 2.37951
1.29507 3.0304 -2.84403 4.35305
0.163332 3.09693 -1.77995 3.57573
-0.875252 1.54202 1.11147 2.09267
-0.875252 1.54202 1.11147 2.09267
-1.03395 -0.365342 3.0143 3.20757
-1.03395 -0.365342 3.0143 3.20757
-2.04568 -0.455815 5.43986 5.82964
-2.04568 -0.455815 5.43986 5.82964
0.609363 0.762451 3.98811 4.10581
2.32937 -1.14707 3.12133 4.0601
2.32937 -1.14707 3.12133 4.0601
2.32937 -1.14707 3.12133 4.0601
3.14378 -1.5565 3.86195 5.21735
3.14378 -1.5565 3.86195 5.21735
3.14378 -1.5565 3.86195 5.21735
4.13427 1.23641 2.1931 4.84052
4.13427 1.23641 2.1931 4.84052
1.93689 1.90864 1.23633 2.98713
1.93689 1.90864 1.23633 2.98713
1.93689 1.90864 1.23633 2.98713
-0.0375569 -0.232058 3.71562 3.72305
-0.0375569 -0.232058 3.71562 3.72305
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.59669 1.08333 1.88985 2.70085
-1.09165 -0.69205 3.55806 3.78556
-0.768595 1.48005 2.10588 2.68627
1.3149 0.603427 2.55319 2.9346
1.3149 0.603427 2.55319 2.9346
1.3149 0.603427 2.55319 2.9346
1.3149 0.603427 2.55319 2.9346
1.3149 0.603427 2.55319 2.9346
1.3149 0.603427 2.55319 2.9346
0.526262 3.3288 3.68948 4.99701
2.25062 2.27851 2.68254 4.17767
2.25062 2.27851 2.68254 4.17767
2.82931 5.01031 2.05161 6.10879
2.82931 5.01031 2.05161 6.10879
2.82931 5.01031 2.05161 6.10879
1.87844 3.67793 3.46279 5.38949
-0.752392 1.87154 1.51905 2.52513
-0.752392 1.87154 1.51905 2.52513
-0.752392 1.87154 1.51905 2.52513
0.0028853 -0.902153 -1.28106 1.56685
0.0028853 -0.902153 -1.28106 1.56685
0.0028853 -0.902153 -1.28106 1.56685
0.0028853 -0.902153 -1.28106 1.56685
-1.62592 -0.918285 -0.659774 1.98044
-3.11206 0.793625 -2.45883 4.04483
-3.11206 0.793625 -2.45883 4.04483
-1.27707 -1.98362 -1.16689 2.63197
-2.22643 -0.952148 1.26002 2.72969
-2.22643 -0.952148 1.26002 2.72969
-2.22643 -0.952148 1.26002 2.72969
-0.193384 1.23024 -1.01094 1.60402
-0.193384 1.23024 -1.01094 1.60402
2.67111 2.82198 1.88297 4.31787
2.67111 2.82198 1.88297 4.31787
2.67111 2.82198 1.88297 4.31787
2.67111 2.82198 1.88297 4.31787
0.90367 0.551797 3.88796 4.02955
0.90367 0.551797 3.88796 4.02955
1.5718 -0.0753987 3.22237 3.58607
1.5718 -0.0753987 3.22237 3.58607
1.5718 -0.0753987 3.22237 3.58607
1.5718 -0.0753987 3.22237 3.58607
-0.0127065 1.94292 2.48725 3.15619
1.29889 -0.446039 0.673851 1.52975
1.29889 -0.446039 0.673851 1.52975
-1.26033 -3.05891 2.21519 3.98151
-1.26033 -3.05891 2.21519 3.98151
-1.26033 -3.05891 2.21519 3.98151
-1.26033 -3.05891 2.21519 3.98151
-1.26033 -3.05891 2.21519 3.98151
1.05398 -0.504425 3.38179 3.57796
1.05398 -0.504425 3.38179 3.57796
1.05398 -0.504425 3.38179 3.57796
1.05398 -0.504425 3.38179 3.57796
1.05398 -0.504425 3.38179 3.57796
1.36176 -0.198649 5.94629 6.10346
3.97522 -0.592148 3.64229 5.42396
3.97522 -0.592148 3.64229 5.42396
4.1076 0.0509585 4.91832 6.40819
4.1076 0.0509585 4.91832 6.40819
1.36184 0.37687 7.19178 7.32928
1.36184 0.37687 7.19178 7.32928
2.78422 3.11879 7.1701 8.29995
2.78422 3.11879 7.1701 8.29995
2.78422 3.11879 7.1701 8.29995
2.78422 3.11879 7.1701 8.29995
2.78422 3.11879 7.1701 8.29995
5.14191 3.93728 8.89011 10.9989
3.4784 3.30518 6.87401 8.38305
3.4784 3.30518 6.87401 8.38305
1.55108 4.41014 4.78755 6.69147
2.32301 1.665 6.23088 6.8551
3.46491 -0.765041 5.67554 6.69348
3.31114 -0.00404711 5.19968 6.16445
3.31114 -0.00404711 5.19968 6.16445
0.612199 2.16511 5.70033 6.12832
-2.23224 0.666524 7.74655 8.08926
0.281998 -0.11541 6.61993 6.62694
0.281998 -0.11541 6.61993 6.62694
-1.56952 0.837255 8.92907 9.10454
-1.56952 0.837255 8.92907 9.10454
-0.512467 1.67802 8.37442 8.55624
1.49234 2.32201 8.85206 9.27242
2.99845 0.244458 9.888 10.3355
5.6416 2.49173 7.39931 9.63256
2.74233 0.677796 9.51773 9.92809
2.74233 0.677796 9.51773 9.92809
4.92478 0.30405 8.08348 9.4704
4.92478 0.30405 8.08348 9.4704
3.22036 0.00895965 6.07212 6.87324
0.463406 -2.54221 3.45324 4.31305
0.186943 -4.64914 2.49016 5.27735
2.81246 -1.70743 1.93548 3.81724
0.699715 -1.21267 4.45948 4.67409
1.07582 0.15284 4.3283 4.46262
-0.911758 -1.99087 5.54515 5.96184
-0.911758 -1.99087 5.54515 5.96184
1.5622 -1.02039 5.64112 5.94171
1.5622 -1.02039 5.64112 5.94171
0.739112 1.56248 5.72259 5.97793
3.38143 0.772109 5.37257 6.3949
3.38143 0.772109 5.37257 6.3949
4.62602 2.79468 4.91481 7.30518
2.22986 2.33011 4.97238 5.92674
2.22986 2.33011 4.97238 5.92674
2.22986 2.33011 4.97238 5.92674
1.52713 2.04427 5.87671 6.40678
2.16659 -0.892503 3.73151 4.40623
0.274283 -0.510002 6.17179 6.1989
0.274283 -0.510002 6.17179 6.1989
-1.53458 -2.47262 5.37806 6.11492
-1.53458 -2.47262 5.37806 6.11492
-1.46947 0.405284 3.11626 3.4691
-1.1804 2.01532 1.98226 3.06337
-1.1804 2.01532 1.98226 3.06337
-1.1804 2.01532 1.98226 3.06337
-1.1804 2.01532 1.98226 3.06337
-2.39642 -0.462594 4.16159 4.82448
-1.13417 -0.530882 4.89144 5.04919
-0.377573 1.67998 2.30661 2.87842
-0.377573 1.67998 2.30661 2.87842
-1.97022 -0.881645 3.93695 4.48984
-1.97022 -0.881645 3.93695 4.48984
-1.97022 -0.881645 3.93695 4.48984
-1.97022 -0.881645 3.93695 4.48984
-2.5754 -3.01201 5.04961 6.41899
-2.5754 -3.01201 5.04961 6.41899
-0.839104 -1.09303 6.02298 6.1786
-0.571627 -3.99446 4.82243 6.28795
-0.571627 -3.99446 4.82243 6.28795
-1.10937 -4.95464 6.48638 8.23725
-1.10937 -4.95464 6.48638 8.23725
-1.10937 -4.95464 6.48638 8.23725
-1.25179 -3.47728 6.05294 7.09201
1.03966 -2.47694 8.68668 9.09256
1.03966 -2.47694 8.68668 9.09256
-1.31001 -3.98643 8.58554 9.55611
1.52537 -2.14983 11.324 11.6268
1.52537 -2.14983 11.324 11.6268
-0.0436223 -0.338027 9.83037 9.83628
1.32316 2.54232 7.45534 7.98726
1.79877 3.76266 5.08878 6.57943
1.79877 3.76266 5.08878 6.57943
1.79877 3.76266 5.08878 6.57943
1.79877 3.76266 5.08878 6.57943
1.79877 3.76266 5.08878 6.57943
1.79877 3.76266 5.08878 6.57943
3.68825 6.53021 2.76556 7.99344
1.36067 8.42942 2.9866 9.04579
1.36067 8.42942 2.9866 9.04579
1.49362 6.59447 3.11844 7.44598
1.49362 6.59447 3.11844 7.44598
1.44434 8.12939 4.94642 9.62497
1.44434 8.12939 4.94642 9.62497
1.44434 8.12939 4.94642 9.62497
1.44434 8.12939 4.94642 9.62497
-0.569147 6.23401 6.69603 9.16644
-0.569147 6.23401 6.69603 9.16644
-0.569147 6.23401 6.69603 9.16644
-3.27262 5.06594 6.77241 9.06859
-3.32899 3.6056 4.76165 6.83782
-3.32899 3.6056 4.76165 6.83782
-2.12064 2.27628 5.22766 6.08334
-2.12064 2.27628 5.22766 6.08334
0.0486808 0.806431 3.97907 4.06026
2.94958 -1.06711 2.31517 3.89856
2.94958 -1.06711 2.31517 3.89856
0.437286 -2.1468 4.21617 4.75143
0.437286 -2.1468 4.21617 4.75143
0.437286 -2.1468 4.21617 4.75143
0.437286 -2.1468 4.21617 4.75143
0.751652 -0.81715 2.44718 2.68727
0.751652 -0.81715 2.44718 2.68727
2.25205 -3.14596 5.21792 6.49581
0.371029 -4.25755 5.10936 6.66107
-2.33611 -5.34119 3.53373 6.8171
0.463058 -3.60058 4.02738 5.42203
-1.91881 -2.42968 5.23391 6.08104
-1.14906 0.43528 7.70957 7.80687
-2.86544 1.38713 7.4356 8.08845
-2.86544 1.38713 7.4356 8.08845
-5.63904 2.57532 6.53369 9.00667
-7.62693 1.25437 6.58858 10.1564
-8.08657 3.53226 5.03307 10.1588
-6.44879 3.63203 4.91344 8.88372
-6.44879 3.63203 4.91344 8.88372
-4.80986 5.17208 3.44252 7.85724
-4.80986 5.17208 3.44252 7.85724
-4.80986 5.17208 3.44252 7.85724
-3.23034 4.85743 4.04041 7.09609
-2.57938 4.58309 5.3434 7.49732
-1.22298 3.8236 5.72804 6.99471
-1.22298 3.8236 5.72804 6.99471
1.52529 3.29866 5.3019 6.42789
1.52529 3.29866 5.3019 6.42789
2.60861 1.8697 5.33637 6.22715
2.60861 1.8697 5.33637 6.22715
0.582973 1.65285 4.3569 4.69621
-1.53863 0.0445247 3.48498 3.80978
-0.184763 1.35609 1.03932 1.71852
-1.37645 1.76829 1.48412 2.68777
-1.37645 1.76829 1.48412 2.68777
1.55696 2.55388 1.30548 3.26354
1.55696 2.55388 1.30548 3.26354
1.55696 2.55388 1.30548 3.26354
-0.425937 0.123623 3.45023 3.47862
-0.177839 -0.292178 5.21832 5.22951
-1.38155 -0.184775 7.69347 7.81871
-0.994527 -2.61321 7.08539 7.61713
-0.994527 -2.61321 7.08539 7.61713
-0.994527 -2.61321 7.08539 7.61713
0.75897 -0.113938 5.87938 5.92926
-2.19666 -2.24723 4.631 5.59656
-2.19666 -2.24723 4.631 5.59656
-4.7121 -0.499607 5.19827 7.03388
-2.16269 -1.52828 6.40726 6.93295
-2.62406 0.452775 3.82804 4.66311
0.294409 -1.05366 1.05824 1.52208
0.294409 -1.05366 1.05824 1.52208
-1.13605 -2.10767 -1.1739 2.66663
-2.82832 -1.68641 0.756671 3.37874
-4.36123 0.136242 1.98345 4.79302
-2.15392 2.0788 -0.763179 3.08922
0.166357 0.701143 -2.76185 2.85431
0.166357 0.701143 -2.76185 2.85431
0.166357 0.701143 -2.76185 2.85431
0.166357 0.701143 -2.76185 2.85431
-0.423562 1.95455 -2.51583 3.21389
-0.423562 1.95455 -2.51583 3.21389
1.61455 0.101424 -2.36034 2.86152
1.61455 0.101424 -2.36034 2.86152
-1.20137 2.2486 -0.558401 2.60985
-0.199551 1.59973 -0.435452 1.6699
1.45003 3.00513 1.77761 3.78064
1.45003 3.00513 1.77761 3.78064
1.45003 3.00513 1.77761 3.78064
1.45003 3.00513 1.77761 3.78064
1.45003 3.00513 1.77761 3.78064
0.709203 3.39033 1.34609 3.71608
-1.0174 1.16339 3.50901 3.83429
-0.788943 0.165916 2.29875 2.43603
-0.788943 0.165916 2.29875 2.43603
-0.788943 0.165916 2.29875 2.43603
-0.788943 0.165916 2.29875 2.43603
-3.57616 -2.17599 3.48874 5.44933
-5.72042 0.622687 6.44959 8.64338
-5.72042 0.622687 6.44959 8.64338
-5.72042 0.622687 6.44959 8.64338
-7.91803 0.63398 7.14424 10.6835
-5.38562 1.5063 7.02416 8.97846
-5.38562 1.5063 7.02416 8.97846
-5.0678 -0.836644 9.51417 10.8121
-5.8377 -1.51537 7.63904 9.73293
-6.14125 -3.10222 5.44024 8.77125
-6.21939 -2.24572 6.9815 9.6159
-6.21939 -2.24572 6.9815 9.6159
-8.33122 -0.376069 7.06751 10.9316
-9.04482 -1.21704 4.27206 10.0767
-8.81385 -0.667324 3.15077 9.38385
-8.91604 -3.03425 5.35756 10.8354
-11.7069 -2.36419 7.68701 14.2032
-9.60667 -1.88368 10.3489 14.2456
-7.43414 -1.58911 9.79554 12.3994
-4.88597 0.511893 10.5764 11.6617
-4.88597 0.511893 10.5764 11.6617
-4.88597 0.511893 10.5764 11.6617
-3.20887 -0.352427 13.165 13.555
-1.04262 -2.99272 10.4428 10.913
-0.417468 -4.70891 10.0937 11.1459
-1.45623 -4.22321 9.44806 10.4509
-1.00754 -4.83966 8.0472 9.44431
0.988947 -3.04453 6.13214 6.91739
2.53456 -1.3339 5.59705 6.28731
2.53456 -1.3339 5.59705 6.28731
2.53456 -1.3339 5.59705 6.28731
2.53456 -1.3339 5.59705 6.28731
0.688092 -3.04111 6.75986 7.4443
2.57168 -4.53434 5.37276 7.48601
4.9236 -6.52238 6.65682 10.5402
7.12712 -6.73837 3.88204 10.5485
7.12712 -6.73837 3.88204 10.5485
7.9978 -7.85853 3.01896 11.6119
7.76019 -5.84976 2.57539 10.0535
4.93836 -7.30656 4.5825 9.93843
6.11196 -4.7868 2.71961 8.22592
6.11196 -4.7868 2.71961 8.22592
7.41908 -6.39414 4.16395 10.6427
7.41908 -6.39414 4.16395 10.6427
7.41908 -6.39414 4.16395 10.6427
7.41908 -6.39414 4.16395 10.6427
6.64606 -8.4928 3.50063 11.3381
4.35808 -9.9235 4.41414 11.7027
4.35808 -9.9235 4.41414 11.7027
4.35808 -9.9235 4.41414 11.7027
2.14727 -9.01273 6.12065 11.1042
0.461923 -9.80915 7.4338 12.3164
0.461923 -9.80915 7.4338 12.3164
2.48701 -10.7162 7.50248 13.3158
2.48701 -10.7162 7.50248 13.3158
2.57896 -11.9274 5.42477 13.3544
3.47394 -11.8951 3.45839 12.8655
1.75029 -10.0656 6.36973 12.0397
4.62658 -7.82094 4.63 10.1985
4.62658 -7.82094 4.63 10.1985
3.36515 -10.4016 3.63253 11.5201
3.36515 -10.4016 3.63253 11.5201
0.460445 -8.20447 3.59292 8.96852
-1.24418 -7.4697 4.44056 8.77855
-1.24418 -7.4697 4.44056 8.77855
-0.972307 -7.5013 7.39197 10.5762
-0.592517 -5.80374 6.29682 8.58396
1.27728 -4.44782 3.45969 5.77789
1.27728 -4.44782 3.45969 5.77789
1.27728 -4.44782 3.45969 5.77789
-0.224093 -3.3879 5.48254 6.44875
-0.224093 -3.3879 5.48254 6.44875
-0.224093 -3.3879 5.48254 6.44875
-0.224093 -3.3879 5.48254 6.44875
-0.224093 -3.3879 5.48254 6.44875
-0.870008 -2.37563 6.66003 7.12437
-1.72112 -4.99688 6.15307 8.11119
-3.982 -3.66725 4.49884 7.0388
-3.0649 -1.25508 4.95449 5.95952
-3.0649 -1.25508 4.95449 5.95952
-3.18438 1.1357 3.63225 4.96219
-3.18438 1.1357 3.63225 4.96219
-0.695354 0.955941 6.41101 6.51908
-1.90792 1.30194 3.54702 4.23279
-1.90792 1.30194 3.54702 4.23279
0.564504 1.82239 2.7264 3.32761
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
1.40915 -0.730171 2.20909 2.72009
-0.363777 0.38741 1.94373 2.01507
-1.80156 0.487504 4.16481 4.56387
0.338585 1.2434 1.99424 2.37438
3.0384 0.279673 2.54273 3.97184
3.0384 0.279673 2.54273 3.97184
2.64654 0.169223 2.69039 3.7777
2.64654 0.169223 2.69039 3.7777
2.64654 0.169223 2.69039 3.7777
-0.283551 1.32271 4.21141 4.42334
1.43173 0.253311 3.88971 4.15257
1.43173 0.253311 3.88971 4.15257
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
0.457294 0.670595 2.61052 2.73379
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.422167 -0.725155 2.33189 2.47827
-0.914239 -0.0550843 4.75776 4.84512
-0.914239 -0.0550843 4.75776 4.84512
-2.10189 1.74411 2.74495 3.87229
-2.10189 1.74411 2.74495 3.87229
-0.882201 -1.10515 5.11066 5.30269
1.28304 -2.37934 4.88899 5.58656
2.30968 -1.37162 6.50069 7.03384
2.30968 -1.37162 6.50069 7.03384
1.32422 0.937612 6.5273 6.72594
-0.262608 0.222764 5.88211 5.89218
-0.262608 0.222764 5.88211 5.89218
-2.05092 -0.733171 7.26781 7.58716
-0.209775 -2.81197 8.88951 9.32601
2.4628 -0.865084 8.52758 8.91815
1.41387 1.70897 6.38205 6.75649
-0.17212 1.61323 7.58187 7.75351
2.76491 -0.622352 5.40726 6.10496
2.76491 -0.622352 5.40726 6.10496
2.76491 -0.622352 5.40726 6.10496
2.76491 -0.622352 5.40726 6.10496
-0.12762 1.47838 6.35282 6.52381
0.532607 2.2368 7.20485 7.56286
0.532607 2.2368 7.20485 7.56286
0.532607 2.2368 7.20485 7.56286
-1.7856 2.16225 8.59551 9.04137
-1.7856 2.16225 8.59551 9.04137
-1.7856 2.16225 8.59551 9.04137
-1.09725 -0.498066 7.51222 7.60825
-1.09725 -0.498066 7.51222 7.60825
-1.09725 -0.498066 7.51222 7.60825
-1.09725 -0.498066 7.51222 7.60825
-0.366782 -0.134835 6.66453 6.67597
-2.23925 0.394842 5.5003 5.95176
-2.23925 0.394842 5.5003 5.95176
-4.31314 0.891029 4.77788 6.4981
-4.23992 1.80973 5.96176 7.53622
-2.90406 0.306537 3.7486 4.75179
-2.51718 0.590331 2.38748 3.5192
-0.502002 -1.20224 -0.546186 1.41269
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
0.346194 0.432757 -1.89282 1.97229
-0.97102 2.6788 -1.64428 3.28976
0.180713 4.38981 -3.18498 5.42653
0.180713 4.38981 -3.18498 5.42653
0.180713 4.38981 -3.18498 5.42653
0.180713 4.38981 -3.18498 5.42653
-1.06791 4.44401 -4.39356 6.3398
-1.06791 4.44401 -4.39356 6.3398
-1.06791 4.44401 -4.39356 6.3398
-1.06791 4.44401 -4.39356 6.3398
-1.06791 4.44401 -4.39356 6.3398
-1.06791 4.44401 -4.39356 6.3398
1.47204 1.58126 -2.96322 3.66714
1.47204 1.58126 -2.96322 3.66714
