#Blocks mean_unif uncer_unif mean_gaus uncer_gaus mean_acc_unif uncer_acc_unif mean_acc_gaus uncer_acc_gaus
25 5.00113 0.001578 5.0008 0.00150607 0.500343 0.000129011 0.500629 0.00011939
26 5.00112 0.00151612 5.00083 0.00144715 0.500356 0.000124671 0.500624 0.000114813
27 5.00158 0.0015305 5.00123 0.00145022 0.500423 0.000137511 0.500622 0.000110506
28 5.00118 0.00152856 5.00085 0.00144763 0.500441 0.00013369 0.500618 0.000106555
29 5.00158 0.00152804 5.0012 0.00144037 0.500486 0.000136518 0.500636 0.000104409
30 5.00198 0.00152892 5.00157 0.00143858 0.5005 0.000132655 0.50067 0.000106508
31 5.002 0.001479 5.00153 0.00139184 0.500502 0.000128319 0.500671 0.000103016
32 5.00228 0.00145922 5.00184 0.00138178 0.500482 0.000125834 0.500667 9.9797e-05
33 5.00225 0.00141468 5.00179 0.00134001 0.500451 0.000125907 0.500643 9.9839e-05
34 5.00181 0.00144135 5.00141 0.00135674 0.500432 0.000123518 0.500641 9.68682e-05
35 5.00155 0.00142348 5.0012 0.00133332 0.500409 0.000122307 0.500607 9.99507e-05
36 5.00155 0.00138338 5.00122 0.00129597 0.500417 0.000119136 0.500585 9.96407e-05
37 5.00161 0.00134664 5.00127 0.00126121 0.500424 0.000116139 0.500589 9.69797e-05
38 5.0016 0.00131077 5.00124 0.0012278 0.500439 0.000113966 0.500595 9.45691e-05
39 5.00178 0.00128884 5.00144 0.00121118 0.500423 0.000112109 0.500586 9.25427e-05
40 5.00177 0.00125624 5.00144 0.00118053 0.500434 0.000109799 0.500578 9.05731e-05
41 5.00152 0.00124988 5.00124 0.00116916 0.500441 0.000107326 0.500555 9.10555e-05
42 5.00134 0.00123338 5.00109 0.00115012 0.500444 0.000104788 0.50055 8.90392e-05
43 5.00122 0.00121037 5.00101 0.00112607 0.500435 0.000102745 0.500522 9.14187e-05
44 5.00079 0.00125803 5.00063 0.00116594 0.50043 0.00010052 0.500531 8.97909e-05
45 5.00088 0.00123335 5.00073 0.00114456 0.500434 9.83324e-05 0.500551 9.00041e-05
46 5.00132 0.00128196 5.00113 0.00118782 0.500463 0.000100616 0.500566 8.92812e-05
47 5.00146 0.00126244 5.00122 0.0011662 0.500463 9.84518e-05 0.500562 8.74354e-05
48 5.00159 0.00124296 5.00132 0.00114534 0.50046 9.64187e-05 0.50056 8.5608e-05
49 5.00129 0.00125414 5.00103 0.00115646 0.500459 9.44365e-05 0.500558 8.38769e-05
50 5.00123 0.00123037 5.00099 0.00113416 0.500443 9.3848e-05 0.500552 8.24266e-05
51 5.00143 0.0012236 5.00117 0.00112713 0.500449 9.21805e-05 0.500568 8.23795e-05
52 5.00164 0.00121685 5.00135 0.00112022 0.50046 9.10289e-05 0.500559 8.13116e-05
53 5.00154 0.0011973 5.00125 0.0011042 0.500454 8.9473e-05 0.50055 8.02184e-05
54 5.00161 0.00117655 5.00133 0.0010871 0.50047 8.91151e-05 0.500545 7.88706e-05
55 5.00175 0.0011634 5.00146 0.0010748 0.50048 8.81335e-05 0.500553 7.77759e-05
56 5.00212 0.00120275 5.00182 0.00111352 0.500504 8.97761e-05 0.500552 7.63757e-05
57 5.00226 0.00119003 5.00196 0.00110302 0.5005 8.83107e-05 0.50057 7.71281e-05
58 5.0021 0.00118095 5.00181 0.00109427 0.500489 8.74341e-05 0.500573 7.58516e-05
59 5.00184 0.00118888 5.00157 0.00110083 0.500477 8.68013e-05 0.50057 7.46167e-05
60 5.00195 0.00117421 5.00167 0.00108634 0.500465 8.6207e-05 0.500565 7.35374e-05
61 5.00194 0.00115484 5.00167 0.00106838 0.50046 8.49004e-05 0.500564 7.23238e-05
62 5.0016 0.00118789 5.00134 0.00110113 0.500453 8.38182e-05 0.500554 7.1936e-05
63 5.00185 0.00119642 5.00158 0.00111126 0.500469 8.40481e-05 0.500571 7.28807e-05
64 5.00184 0.00117771 5.00157 0.00109385 0.500462 8.30282e-05 0.500575 7.18548e-05
65 5.00171 0.0011659 5.00145 0.0010841 0.500453 8.22939e-05 0.500565 7.15428e-05
66 5.00137 0.00119898 5.00114 0.00110995 0.500437 8.24796e-05 0.500559 7.06552e-05
67 5.00134 0.0011812 5.0011 0.00109417 0.500427 8.19163e-05 0.500561 6.96067e-05
68 5.00132 0.00116388 5.00107 0.00107825 0.500423 8.08e-05 0.500554 6.89358e-05
69 5.0013 0.00114714 5.00104 0.00106297 0.500421 7.96346e-05 0.500554 6.79299e-05
70 5.00109 0.00114973 5.00084 0.00106698 0.50042 7.84997e-05 0.500546 6.74649e-05
71 5.00108 0.00113345 5.00083 0.00105189 0.500421 7.73912e-05 0.500533 6.76701e-05
72 5.00106 0.00111776 5.00081 0.00103729 0.500413 7.66707e-05 0.500535 6.67515e-05
73 5.00101 0.00110375 5.00077 0.0010237 0.500416 7.56497e-05 0.500536 6.58334e-05
74 5.00091 0.00109336 5.00069 0.00101302 0.500419 7.47131e-05 0.500535 6.4938e-05
75 5.00099 0.00108158 5.00078 0.00100275 0.500438 7.59386e-05 0.500525 6.49274e-05
76 5.00106 0.00106992 5.00085 0.000992061 0.500453 7.65013e-05 0.500515 6.48268e-05
77 5.00119 0.00106394 5.00097 0.000987357 0.50046 7.58557e-05 0.500531 6.60646e-05
78 5.00094 0.00107898 5.00074 0.00100325 0.500449 7.56701e-05 0.500518 6.65242e-05
79 5.00096 0.00106533 5.00075 0.000990541 0.500458 7.52456e-05 0.500517 6.56854e-05
80 5.00101 0.0010532 5.00079 0.000978852 0.500463 7.4441e-05 0.500502 6.65888e-05
81 5.00108 0.00104242 5.00087 0.000970379 0.500476 7.46183e-05 0.500492 6.65842e-05
82 5.001 0.00103246 5.00081 0.000960434 0.500479 7.37736e-05 0.50049 6.57909e-05
83 5.0009 0.00102507 5.00074 0.000951429 0.500482 7.29535e-05 0.500478 6.61607e-05
84 5.00099 0.0010171 5.00083 0.000944671 0.500484 7.21048e-05 0.500489 6.63201e-05
85 5.00111 0.00101167 5.00094 0.000940136 0.500492 7.17081e-05 0.500502 6.67627e-05
86 5.00121 0.00100538 5.00104 0.000934531 0.500488 7.10101e-05 0.500502 6.59818e-05
87 5.00137 0.00100639 5.00118 0.000933642 0.500493 7.03696e-05 0.500499 6.52715e-05
88 5.00119 0.00101126 5.00101 0.000938419 0.500481 7.05868e-05 0.500493 6.48509e-05
89 5.0013 0.00100575 5.0011 0.000932575 0.500481 6.97898e-05 0.500502 6.47887e-05
90 5.00128 0.000994741 5.00108 0.00092242 0.500477 6.90914e-05 0.500496 6.42918e-05
91 5.00129 0.000983768 5.0011 0.00091243 0.500464 6.95665e-05 0.500496 6.35821e-05
92 5.00111 0.000989197 5.00094 0.000917363 0.500462 6.88493e-05 0.500492 6.30427e-05
93 5.00101 0.000983438 5.00084 0.000912512 0.500456 6.83235e-05 0.500486 6.2611e-05
94 5.00107 0.000974908 5.00089 0.000903918 0.500457 6.75958e-05 0.500481 6.21395e-05
95 5.00102 0.000966194 5.00085 0.000895128 0.500459 6.69133e-05 0.500487 6.17567e-05
96 5.00086 0.000969382 5.00072 0.000894962 0.500449 6.69667e-05 0.500492 6.13352e-05
97 5.00081 0.000960413 5.00068 0.000886563 0.500452 6.63253e-05 0.500488 6.08569e-05
98 5.00091 0.000955302 5.00077 0.000882048 0.500452 6.56493e-05 0.500487 6.02381e-05
99 5.00095 0.000946729 5.00081 0.000873985 0.500462 6.56927e-05 0.500492 5.9816e-05
100 5.00105 0.00094284 5.00091 0.000870431 0.50047 6.55753e-05 0.500494 5.92741e-05
